season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2016/17,2016,36,relegation,H. Beer Sheva,Sakhnin,2,0,2,H,3,0
2016/17,2016,36,relegation,Maccabi Haifa,Maccabi Petah Tikva,0,0,0,D,1,1
2016/17,2016,36,relegation,Maccabi Tel Aviv,Beitar Jerusalem,0,2,-2,A,0,3
2016/17,2016,35,relegation,Beitar Jerusalem,H. Beer Sheva,1,1,0,D,1,1
2016/17,2016,35,relegation,Maccabi Petah Tikva,Maccabi Tel Aviv,2,1,1,H,3,0
2016/17,2016,35,relegation,Sakhnin,Maccabi Haifa,1,0,1,H,3,0
2016/17,2016,34,relegation,H. Beer Sheva,Maccabi Petah Tikva,1,1,0,D,1,1
2016/17,2016,34,relegation,Maccabi Haifa,Maccabi Tel Aviv,0,2,-2,A,0,3
2016/17,2016,34,relegation,Sakhnin,Beitar Jerusalem,1,5,-4,A,0,3
2016/17,2016,33,relegation,Beitar Jerusalem,Maccabi Haifa,2,0,2,H,3,0
2016/17,2016,33,relegation,Maccabi Petah Tikva,Sakhnin,1,0,1,H,3,0
2016/17,2016,33,relegation,Maccabi Tel Aviv,H. Beer Sheva,1,2,-1,A,0,3
2016/17,2016,32,relegation,Beitar Jerusalem,Maccabi Petah Tikva,2,1,1,H,3,0
2016/17,2016,32,relegation,Maccabi Haifa,H. Beer Sheva,0,1,-1,A,0,3
2016/17,2016,32,relegation,Sakhnin,Maccabi Tel Aviv,1,3,-2,A,0,3
2016/17,2016,31,relegation,Beitar Jerusalem,Maccabi Tel Aviv,1,1,0,D,1,1
2016/17,2016,31,relegation,Maccabi Petah Tikva,Maccabi Haifa,0,1,-1,A,0,3
2016/17,2016,31,relegation,Sakhnin,H. Beer Sheva,1,3,-2,A,0,3
2016/17,2016,30,relegation,H. Beer Sheva,Beitar Jerusalem,2,0,2,H,3,0
2016/17,2016,30,relegation,Maccabi Haifa,Sakhnin,0,1,-1,A,0,3
2016/17,2016,30,relegation,Maccabi Tel Aviv,Maccabi Petah Tikva,2,0,2,H,3,0
2016/17,2016,29,relegation,Maccabi Petah Tikva,H. Beer Sheva,1,2,-1,A,0,3
2016/17,2016,29,relegation,Maccabi Tel Aviv,Maccabi Haifa,3,0,3,H,3,0
2016/17,2016,29,relegation,Beitar Jerusalem,Sakhnin,3,0,3,H,3,0
2016/17,2016,28,relegation,Sakhnin,Maccabi Petah Tikva,1,0,1,H,3,0
2016/17,2016,28,relegation,H. Beer Sheva,Maccabi Tel Aviv,1,0,1,H,3,0
2016/17,2016,28,relegation,Maccabi Haifa,Beitar Jerusalem,3,2,1,H,3,0
2016/17,2016,27,relegation,H. Beer Sheva,Maccabi Haifa,4,0,4,H,3,0
2016/17,2016,27,relegation,Maccabi Petah Tikva,Beitar Jerusalem,0,1,-1,A,0,3
2016/17,2016,27,relegation,Maccabi Tel Aviv,Sakhnin,3,0,3,H,3,0
